"","Candidate.Name","Party.Name","EVM.Votes","Postal.Votes","Total.Votes","Percent.of.Votes","Constituency.ID","Constituency.Name","State.ID","State.Name"
"2461","Nahar Singh","Independent","956","4","960","0.08",11,"Bathinda","S19","Punjab"
"2556","Bhola Singh Sahota","Independent","882","2","884","0.07",11,"Bathinda","S19","Punjab"
"2647","Manjit Kaur","Independent","1067","5","1072","0.09",11,"Bathinda","S19","Punjab"
"2740","Ranveer Singh Rana","Independent","911","2","913","0.08",11,"Bathinda","S19","Punjab"
"2834","Prof. Lakhbir Singh","Independent","1145","9","1154","0.1",11,"Bathinda","S19","Punjab"
"2927","Veerpal Kaur","Independent","2069","9","2078","0.17",11,"Bathinda","S19","Punjab"
"3021","NOTA","None of the Above","13220","103","13323","1.11",11,"Bathinda","S19","Punjab"
"3357","KEWAL SINGH DHILLON","Indian National Congress","302559","791","303350","27.43",12,"Sangrur","S19","Punjab"
"4326","PARMINDER SINGH DHINDSA","Shiromani Akali Dal","262622","876","263498","23.83",12,"Sangrur","S19","Punjab"
"5326","BHAGWANT MANN","Aam Aadmi Party","412201","1360","413561","37.4",12,"Sangrur","S19","Punjab"
"6323","SIMRANJIT SINGH MANN","Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)","48234","131","48365","4.37",12,"Sangrur","S19","Punjab"
"7322","GURNAM SINGH BHIKHI","Communist Party of India  (Marxist-Leninist)  (Liberation)","2748","18","2766","0.25",12,"Sangrur","S19","Punjab"
"8318","JASRAJ SINGH LONGIA","Lok Insaaf Party","20016","71","20087","1.82",12,"Sangrur","S19","Punjab"
"9313","JASWANT SINGH","Rashtriya Janshakti Party (Secular)","1643","10","1653","0.15",12,"Sangrur","S19","Punjab"
"10302","JAGMOHAN KRISHAN THAKUR","Janral Samaj Party","7354","21","7375","0.67",12,"Sangrur","S19","Punjab"
"11289","NAJEERA BEGAM","Rashtriya Sahara Party","1269","20","1289","0.12",12,"Sangrur","S19","Punjab"
"12269","BALWINDER SINGH SANDHU","Bharat Prabhat Party","857","22","879","0.08",12,"Sangrur","S19","Punjab"
"13247","MOHINDERPAL SINGH DANGARH","Bhartiya Lok Seva Dal","3871","10","3881","0.35",12,"Sangrur","S19","Punjab"
"14231","MANISH KUMAR","Bhartiya Janraj Party","1890","76","1966","0.18",12,"Sangrur","S19","Punjab"
"15209","MALVINDER SINGH BENIPAL","Janata Dal  (United)","2718","8","2726","0.25",12,"Sangrur","S19","Punjab"
"16185","Rajvir Kaur","Hindustan Shakti Sena","3873","18","3891","0.35",12,"Sangrur","S19","Punjab"
"17154","VIJAY AGGARWAL","Bhartiya Shakti Chetna Party","2299","5","2304","0.21",12,"Sangrur","S19","Punjab"
"18131","SUKHWINDER SINGH","Independent","5242","1","5243","0.47",12,"Sangrur","S19","Punjab"
"19114","GURJEET SINGH","Independent","2837","2","2839","0.26",12,"Sangrur","S19","Punjab"
"20108","TULSI SINGH","Independent","1502","3","1505","0.14",12,"Sangrur","S19","Punjab"
"2196","DAYAL CHAND","Independent","2022","2","2024","0.18",12,"Sangrur","S19","Punjab"
"2284","DESA SINGH","Independent","3794","3","3797","0.34",12,"Sangrur","S19","Punjab"
"2376","PAPPU KUMAR","Independent","748","2","750","0.07",12,"Sangrur","S19","Punjab"
"2462","BAGGA SINGH KAHNE-KE","Independent","1160","2","1162","0.11",12,"Sangrur","S19","Punjab"
"2557","BALJIT KAUR","Independent","1546","17","1563","0.14",12,"Sangrur","S19","Punjab"
"2648","BHANTBIR SINGH","Independent","1415","2","1417","0.13",12,"Sangrur","S19","Punjab"
"2741","RAJ KUMAR","Independent","1507","0","1507","0.14",12,"Sangrur","S19","Punjab"
"2835","NOTA","None of the Above","6426","64","6490","0.59",12,"Sangrur","S19","Punjab"
"3358","Surjit Singh Rakhra","Shiromani Akali Dal","368498","811","369309","31.35",13,"Patiala","S19","Punjab"
"4327","Neena Mittal","Aam Aadmi Party","56610","267","56877","4.83",13,"Patiala","S19","Punjab"
"5327","Preneet Kaur","Indian National Congress","531178","849","532027","45.17",13,"Patiala","S19","Punjab"
"6324","Ashwani Kumar","Shivsena","4840","77","4917","0.42",13,"Patiala","S19","Punjab"
"7323","Ajaib Singh","Rashtriya Janshakti Party (Secular)","1505","13","1518","0.13",13,"Patiala","S19","Punjab"
"8319","Harpal Singh","Ambedkarite Party of India","2409","30","2439","0.21",13,"Patiala","S19","Punjab"
"9314","Kshmakant Pandey","Hindustan Shakti Sena","4299","9","4308","0.37",13,"Patiala","S19","Punjab"
"10303","Dharam Vira Gandhi","Nawan Punjab Party","161388","257","161645","13.72",13,"Patiala","S19","Punjab"
"11290","Amarpreet Singh","Independent","1834","5","1839","0.16",13,"Patiala","S19","Punjab"
"12270","Shankar Lal","Independent","799","4","803","0.07",13,"Patiala","S19","Punjab"
"13248","Harbhajan Singh Virk","Independent","1608","5","1613","0.14",13,"Patiala","S19","Punjab"
"14232","Gurnam Singh","Independent","759","3","762","0.06",13,"Patiala","S19","Punjab"
"15210","Jasbir Singh","Independent","1123","3","1126","0.1",13,"Patiala","S19","Punjab"
"16186","Jagmail Singh","Independent","2273","1","2274","0.19",13,"Patiala","S19","Punjab"
"17155","Parminder Kumar","Independent","1345","0","1345","0.11",13,"Patiala","S19","Punjab"
"18132","Parveen Kumar","Independent","4746","1","4747","0.4",13,"Patiala","S19","Punjab"
"19115","Banwari Lal","Independent","8111","2","8113","0.69",13,"Patiala","S19","Punjab"
"20109","Baldeep Singh","Independent","1497","2","1499","0.13",13,"Patiala","S19","Punjab"
"2197","Makhan Singh","Independent","2808","0","2808","0.24",13,"Patiala","S19","Punjab"
"2285","Manjeet Singh","Independent","1061","1","1062","0.09",13,"Patiala","S19","Punjab"
"2377","Mohan Lal","Independent","985","1","986","0.08",13,"Patiala","S19","Punjab"
"2463","Randhir Singh Khangura","Independent","1021","2","1023","0.09",13,"Patiala","S19","Punjab"
"2558","Rajesh Kumar","Independent","1283","1","1284","0.11",13,"Patiala","S19","Punjab"
"2649","Rishabh Sharma","Independent","1390","0","1390","0.12",13,"Patiala","S19","Punjab"
"2742","Lal Chand","Independent","1077","2","1079","0.09",13,"Patiala","S19","Punjab"
"2836","NOTA","None of the Above","11081","29","11110","0.94",13,"Patiala","S19","Punjab"
"3359","JASBIR SINGH GILL (DIMPA)","Indian National Congress","457990","1720","459710","43.95",3,"Khadoor Sahib","S19","Punjab"
"4328","BIBI JAGIR KAUR","Shiromani Akali Dal","317690","1447","319137","30.51",3,"Khadoor Sahib","S19","Punjab"
"5328","MANJINDER SINGH SIDHU","Aam Aadmi Party","13155","501","13656","1.31",3,"Khadoor Sahib","S19","Punjab"
"6325","STEPHEN BHATTI","Shivsena","1891","348","2239","0.21",3,"Khadoor Sahib","S19","Punjab"
"7324","SANTOKH SINGH (SUKH)","Hindustan Shakti Sena","2495","46","2541","0.24",3,"Khadoor Sahib","S19","Punjab"
"8320","SURJIT SINGH","Shiromani Lok Dal Party","941","43","984","0.09",3,"Khadoor Sahib","S19","Punjab"
"9315","KHAJAN SINGH","Nationalist Justice Party","1438","18","1456","0.14",3,"Khadoor Sahib","S19","Punjab"
"10304","PARAMJIT KAUR KHALRA","Punjab Ekta Party","213550","939","214489","20.51",3,"Khadoor Sahib","S19","Punjab"
"11291","PARWINDER SINGH","Democratic Party of India (Ambedkar)","1682","45","1727","0.17",3,"Khadoor Sahib","S19","Punjab"
"12271","PURAN SINGH SHEIKH","Bahujan Samaj Party  (Ambedkar)","2366","86","2452","0.23",3,"Khadoor Sahib","S19","Punjab"
"13249","ONKAR SINGH UPPAL","Independent","1145","16","1161","0.11",3,"Khadoor Sahib","S19","Punjab"
"14233","SUKHWANT SINGH CHUSLEWARH","Independent","1030","22","1052","0.1",3,"Khadoor Sahib","S19","Punjab"
"15211","SURJIT SINGH BHIKHIWIND","Independent","1201","14","1215","0.12",3,"Khadoor Sahib","S19","Punjab"
"16187","HARJIT KAUR","Independent","1296","45","1341","0.13",3,"Khadoor Sahib","S19","Punjab"
"17156","JAGIR KAUR","Independent","4295","16","4311","0.41",3,"Khadoor Sahib","S19","Punjab"
"18133","PARAMJIT SINGH","Independent","5166","3","5169","0.49",3,"Khadoor Sahib","S19","Punjab"
"19116","PARAMJIT KAUR KHAMBRA","Independent","4917","26","4943","0.47",3,"Khadoor Sahib","S19","Punjab"
"20110","PARMINDER SINGH HEERA KHALRA","Independent","2177","4","2181","0.21",3,"Khadoor Sahib","S19","Punjab"
"2198","MOHAN SINGH","Independent","1129","9","1138","0.11",3,"Khadoor Sahib","S19","Punjab"
"2286","NOTA","None of the Above","5082","48","5130","0.49",3,"Khadoor Sahib","S19","Punjab"
"3360","Santokh Singh Chaudhary","Indian National Congress","385449","263","385712","37.85",4,"Jalandhar","S19","Punjab"
"4329","Charanjit Singh Atwal","Shiromani Akali Dal","365934","287","366221","35.94",4,"Jalandhar","S19","Punjab"
"5329","Justice (Retd.) Jora Singh","Aam Aadmi Party","25382","85","25467","2.5",4,"Jalandhar","S19","Punjab"
"6326","Balwinder Kumar","Bahujan Samaj Party","204712","71","204783","20.1",4,"Jalandhar","S19","Punjab"
"7325","Urmilla","Ambedkar National Congress","1330","10","1340","0.13",4,"Jalandhar","S19","Punjab"
"8321","Subhash Goria","Shivsena","2443","27","2470","0.24",4,"Jalandhar","S19","Punjab"
"9316","Hari Mitter","Peoples Party of India (Democratic)","1188","3","1191","0.12",4,"Jalandhar","S19","Punjab"
"10305","Gurupal Singh","Bharat Prabhat Party","492","8","500","0.05",4,"Jalandhar","S19","Punjab"
"11292","Jagan Nath Bajwa","Hum Bhartiya Party","1428","2","1430","0.14",4,"Jalandhar","S19","Punjab"
"12272","Tara Singh Gill","Bahujan Samaj Party  (Ambedkar)","2458","5","2463","0.24",4,"Jalandhar","S19","Punjab"
"13250","Parkash Chand Jassal","Republican Party of India (A)","683","1","684","0.07",4,"Jalandhar","S19","Punjab"
"14234","Baljinder Sodhi","Nationalist Justice Party","845","0","845","0.08",4,"Jalandhar","S19","Punjab"
"15212","Ramesh Lal Kala","Bahujan Mukti Party","921","0","921","0.09",4,"Jalandhar","S19","Punjab"
"16188","Opkar Singh Bakhshi","Independent","1087","1","1088","0.11",4,"Jalandhar","S19","Punjab"
"17157","Amrish Kumar","Independent","1591","0","1591","0.16",4,"Jalandhar","S19","Punjab"
"18134","Sukhdev Singh","Independent","3154","0","3154","0.31",4,"Jalandhar","S19","Punjab"
"19117","Kashmir Singh Ghugshore","Independent","4099","1","4100","0.4",4,"Jalandhar","S19","Punjab"
"20111","Valmikacharaya Nitya Anand","Independent","1856","2","1858","0.18",4,"Jalandhar","S19","Punjab"
"2199","Neetu Shutteran Wala","Independent","856","0","856","0.08",4,"Jalandhar","S19","Punjab"
"2287","NOTA","None of the Above","12301","23","12324","1.21",4,"Jalandhar","S19","Punjab"
"3361","SOM PARKASH","Bharatiya Janata Party","416711","4609","421320","42.52",5,"Hoshiarpur","S19","Punjab"
"4330","KHUSHI RAM","Bahujan Samaj Party","128215","349","128564","12.98",5,"Hoshiarpur","S19","Punjab"
"5330","Dr. RAVJOT SINGH","Aam Aadmi Party","44207","707","44914","4.53",5,"Hoshiarpur","S19","Punjab"
"6327","Dr. RAJ KUMAR CHABBEWAL","Indian National Congress","369719","3071","372790","37.63",5,"Hoshiarpur","S19","Punjab"
"7326","DHARAM PAL","Nationalist Justice Party","2895","7","2902","0.29",5,"Hoshiarpur","S19","Punjab"
"8322","PARAMJIT SINGH (FAUJI BOOTHGARH)","Samaj Bhalai Morcha","2845","72","2917","0.29",5,"Hoshiarpur","S19","Punjab"
"9317","TILAK RAJ (VAID)","Independent","2256","8","2264","0.23",5,"Hoshiarpur","S19","Punjab"
"10306","DAVINDER SINGH","Independent","2239","13","2252","0.23",5,"Hoshiarpur","S19","Punjab"
"11293","NOTA","None of the Above","12755","113","12868","1.3",5,"Hoshiarpur","S19","Punjab"
"3362","Sodhi Vikram Singh","Bahujan Samaj Party","146077","364","146441","13.54",6,"Anandpur Sahib","S19","Punjab"
"4331","Narinder Singh Shergill","Aam Aadmi Party","52539","513","53052","4.9",6,"Anandpur Sahib","S19","Punjab"
"5331","Professor Prem Singh Chandumajra","Shiromani Akali Dal","379552","1609","381161","35.24",6,"Anandpur Sahib","S19","Punjab"
"6328","Manish Tewari","Indian National Congress","426904","1141","428045","39.57",6,"Anandpur Sahib","S19","Punjab"
"7327","Raghunath Singh","Communist Party of India  (Marxist)","10638","27","10665","0.99",6,"Anandpur Sahib","S19","Punjab"
"8323","Ashwani Kumar","Hindustan Shakti Sena","1707","25","1732","0.16",6,"Anandpur Sahib","S19","Punjab"
"9318","Dr. Sukhdeep Kaur","Janral Samaj Party","942","86","1028","0.1",6,"Anandpur Sahib","S19","Punjab"
"10307","Surinder Kaur Mangat","Rashtriya Janshakti Party (Secular)","1097","9","1106","0.1",6,"Anandpur Sahib","S19","Punjab"
"11294","Harmesh Sharma","Jai Jawan Jai Kisan Party","910","21","931","0.09",6,"Anandpur Sahib","S19","Punjab"
"12273","Kawaljeet Singh","Hind Congress Party","866","36","902","0.08",6,"Anandpur Sahib","S19","Punjab"
"13251","Kulwinder Kaur","Ambedkarite Party of India","1911","18","1929","0.18",6,"Anandpur Sahib","S19","Punjab"
"14235","Gurbinder Singh Sonu","Peoples Party of India (Democratic)","1516","6","1522","0.14",6,"Anandpur Sahib","S19","Punjab"
"15213","Jodh Singh Thandi","Bhartiya Lok Seva Dal","2904","17","2921","0.27",6,"Anandpur Sahib","S19","Punjab"
"16189","Faqir Chand","Shivsena","2397","68","2465","0.23",6,"Anandpur Sahib","S19","Punjab"
"17158","Bir Devinder Singh","Shiromani Akali Dal (Taksali)","10315","109","10424","0.96",6,"Anandpur Sahib","S19","Punjab"
"18135","Bargava Reddy D","Pyramid Party of India","2820","4","2824","0.26",6,"Anandpur Sahib","S19","Punjab"
"19118","Avtar Singh","Independent","3637","9","3646","0.34",6,"Anandpur Sahib","S19","Punjab"
"20112","Ashish Garg","Independent","2782","2","2784","0.26",6,"Anandpur Sahib","S19","Punjab"
"21100","Sunaina","Independent","1882","30","1912","0.18",6,"Anandpur Sahib","S19","Punjab"
"2288","Kirpal Kaur","Independent","2141","30","2171","0.2",6,"Anandpur Sahib","S19","Punjab"
"2378","Charan Dass","Independent","958","2","960","0.09",6,"Anandpur Sahib","S19","Punjab"
"2464","Jagneet Singh Balsuan","Independent","1114","3","1117","0.1",6,"Anandpur Sahib","S19","Punjab"
"2559","Dr. Paramjeet Singh Ranu","Independent","1313","3","1316","0.12",6,"Anandpur Sahib","S19","Punjab"
"2650","Manmohan Singh","Independent","1381","1","1382","0.13",6,"Anandpur Sahib","S19","Punjab"
"2743","Rakesh Kumar","Independent","1008","3","1011","0.09",6,"Anandpur Sahib","S19","Punjab"
"2837","Vikram Singh John","Independent","1141","4","1145","0.11",6,"Anandpur Sahib","S19","Punjab"
"2928","NOTA","None of the Above","17069","66","17135","1.58",6,"Anandpur Sahib","S19","Punjab"
"3363","BABA SUKHWINDER SINGH GILL","Nationalist Congress Party","1992","112","2104","0.2",7,"Ludhiana","S19","Punjab"
"4332","PROF. TEJ PAL SINGH GILL","Aam Aadmi Party","15794","151","15945","1.52",7,"Ludhiana","S19","Punjab"
"5332","MAHESHINDER SINGH GREWAL","Shiromani Akali Dal","298963","472","299435","28.6",7,"Ludhiana","S19","Punjab"
"6329","RAVNEET SINGH BITTU","Indian National Congress","383284","511","383795","36.66",7,"Ludhiana","S19","Punjab"
"7328","BABA AMARJIT SINGH KHALSA","Bhartiya Lok Seva Dal","3171","40","3211","0.31",7,"Ludhiana","S19","Punjab"
"8324","SIMARJEET SINGH BAINS","Lok Insaaf Party","306786","637","307423","29.36",7,"Ludhiana","S19","Punjab"
"9319","DARSHAN SINGH DABA","Jai Jawan Jai Kisan Party","1335","11","1346","0.13",7,"Ludhiana","S19","Punjab"
"10308","DALJIT SINGH","People's Party of India(secular)","1593","4","1597","0.15",7,"Ludhiana","S19","Punjab"
"11295","DEVINDER BHAGRIA","Hindustan Shakti Sena","3593","1","3594","0.34",7,"Ludhiana","S19","Punjab"
"12274","DILDAR SINGH","Ambedkarite Party of India","1244","10","1254","0.12",7,"Ludhiana","S19","Punjab"
"13252","PARDEEP BAWA","Samaj Adhikar Kalyan Party","1158","0","1158","0.11",7,"Ludhiana","S19","Punjab"
"14236","DR. BRIJESH KUMAR BANGAR","Peoples Party of India (Democratic)","1169","6","1175","0.11",7,"Ludhiana","S19","Punjab"
"15214","BALJIT SINGH","Bharat Prabhat Party","1633","7","1640","0.16",7,"Ludhiana","S19","Punjab"
"16190","Er. BALDEV RAJ KATNA","Nationalist Justice Party","1326","2","1328","0.13",7,"Ludhiana","S19","Punjab"
"17159","BINTU KUMAR TAANK ( B.K. TAANK)","Ambedkar National Congress","1057","3","1060","0.1",7,"Ludhiana","S19","Punjab"
"18136","MOHD. NASEEM ANSARI","Rashtriya Sahara Party","1867","4","1871","0.18",7,"Ludhiana","S19","Punjab"
"19119","RAJINDER GHAI","Hindu Samaj Party","1010","4","1014","0.1",7,"Ludhiana","S19","Punjab"
"20113","VAID RAM SINGH DEAPAK","Bahujan Mukti Party","948","4","952","0.09",7,"Ludhiana","S19","Punjab"
"21101","JASDEEP SINGH SODHI","Independent","1533","2","1535","0.15",7,"Ludhiana","S19","Punjab"
"2289","JAI PARKASH JAIN (TITU BANIYA)","Independent","2723","3","2726","0.26",7,"Ludhiana","S19","Punjab"
"2379","MOHINDER SINGH","Independent","894","1","895","0.09",7,"Ludhiana","S19","Punjab"
"2465","RAVINDER PAL SINGH (BABA JI BURGER WALE)","Independent","1357","2","1359","0.13",7,"Ludhiana","S19","Punjab"
"2560","NOTA","None of the Above","10458","80","10538","1.01",7,"Ludhiana","S19","Punjab"
"3364","AMAR SINGH","Indian National Congress","410723","928","411651","41.75",8,"Fatehgarh Sahib","S19","Punjab"
"4333","DARBARA SINGH GURU","Shiromani Akali Dal","316999","754","317753","32.23",8,"Fatehgarh Sahib","S19","Punjab"
"5333","BANDEEP SINGH","Aam Aadmi Party","62553","328","62881","6.38",8,"Fatehgarh Sahib","S19","Punjab"
"6330","ASHOK KUMAR","Rashtriya Lokswaraj Party","3285","11","3296","0.33",8,"Fatehgarh Sahib","S19","Punjab"
"7329","SURJIT SINGH KANG","Bhartiya Lok Seva Dal","3433","36","3469","0.35",8,"Fatehgarh Sahib","S19","Punjab"
"8325","HARCHAND SINGH","Revolutionary Socialist Party","1730","3","1733","0.18",8,"Fatehgarh Sahib","S19","Punjab"
"9320","KAMALJEET SINGH","Democratic Party of India (Ambedkar)","2352","35","2387","0.24",8,"Fatehgarh Sahib","S19","Punjab"
"10309","GURJIT SINGH","Sarvjan Sewa Party","935","7","942","0.1",8,"Fatehgarh Sahib","S19","Punjab"
"11296","GURBACHAN SINGH","Samaj Adhikar Kalyan Party","1302","8","1310","0.13",8,"Fatehgarh Sahib","S19","Punjab"
"12275","BALWINDER KAUR","Jai Jawan Jai Kisan Party","1262","27","1289","0.13",8,"Fatehgarh Sahib","S19","Punjab"
"13253","MANWINDER SINGH GIASPURA","Lok Insaaf Party","142072","202","142274","14.43",8,"Fatehgarh Sahib","S19","Punjab"
"14237","RAM SINGH RAISAL","Ambedkarite Party of India","1932","7","1939","0.2",8,"Fatehgarh Sahib","S19","Punjab"
"15215","VINOD KUMAR","Bharat Prabhat Party","1102","20","1122","0.11",8,"Fatehgarh Sahib","S19","Punjab"
"16191","KARANDEEP SINGH","Independent","1044","0","1044","0.11",8,"Fatehgarh Sahib","S19","Punjab"
"17160","KULDEEP SINGH SAHOTA","Independent","4694","5","4699","0.48",8,"Fatehgarh Sahib","S19","Punjab"
"18137","GURCHARAN SINGH MACHHIWARA","Independent","4972","14","4986","0.51",8,"Fatehgarh Sahib","S19","Punjab"
"19120","ADVOCATE PRABHJOT SINGH","Independent","3939","3","3942","0.4",8,"Fatehgarh Sahib","S19","Punjab"
"20114","PREM SINGH MOHANPUR","Independent","2554","5","2559","0.26",8,"Fatehgarh Sahib","S19","Punjab"
"21102","BALKAR SINGH","Independent","1858","3","1861","0.19",8,"Fatehgarh Sahib","S19","Punjab"
"2290","LACHHMAN SINGH","Independent","1760","6","1766","0.18",8,"Fatehgarh Sahib","S19","Punjab"
"2380","NOTA","None of the Above","12985","60","13045","1.32",8,"Fatehgarh Sahib","S19","Punjab"
"3365","Prof. Sadhu Singh","Aam Aadmi Party","114610","709","115319","11.83",9,"Faridkot","S19","Punjab"
"4334","Gulzar Singh Ranike","Shiromani Akali Dal","334674","1135","335809","34.44",9,"Faridkot","S19","Punjab"
"5334","Dr. Daljit Singh Chauhan","Nationalist Congress Party","3407","178","3585","0.37",9,"Faridkot","S19","Punjab"
"6331","Mohammad Sadique","Indian National Congress","417936","1129","419065","42.98",9,"Faridkot","S19","Punjab"
"7330","Om Parkash","Bhartiya Janraj Party","2757","278","3035","0.31",9,"Faridkot","S19","Punjab"
"8326","Ajay Kumar","Indian Democratic Republican Front","6094","12","6106","0.63",9,"Faridkot","S19","Punjab"
"9321","Amandeep Kaur","Peoples Party of India (Democratic)","1231","59","1290","0.13",9,"Faridkot","S19","Punjab"
"10310","Dr. Swarn Singh","Apna Samaj Party","3663","15","3678","0.38",9,"Faridkot","S19","Punjab"
"11297","Sukhdev Singh","Hindustan Shakti Sena","1780","5","1785","0.18",9,"Faridkot","S19","Punjab"
"12276","Chanan Singh Wattu","Bahujan Mukti Party","1296","17","1313","0.13",9,"Faridkot","S19","Punjab"
"13254","Parminder Singh","Bharat Prabhat Party","799","11","810","0.08",9,"Faridkot","S19","Punjab"
"14238","Master Baldev Singh","Punjab Ekta Party","43794","138","43932","4.51",9,"Faridkot","S19","Punjab"
"15216","Bhola Singh","Bhartiya Lok Seva Dal","3455","7","3462","0.36",9,"Faridkot","S19","Punjab"
"16192","Rajinder Kaur Safri","Rashtriya Janshakti Party (Secular)","2128","10","2138","0.22",9,"Faridkot","S19","Punjab"
"17161","Veerpal Kaur","Samaj Adhikar Kalyan Party","1765","20","1785","0.18",9,"Faridkot","S19","Punjab"
"18138","Jaswinder Singh","Independent","4909","3","4912","0.5",9,"Faridkot","S19","Punjab"
"19121","Jagmeet Singh","Independent","2089","2","2091","0.21",9,"Faridkot","S19","Punjab"
"20115","Darshan Singh","Independent","2052","2","2054","0.21",9,"Faridkot","S19","Punjab"
"21103","Nanak Singh Chauhan","Independent","1404","11","1415","0.15",9,"Faridkot","S19","Punjab"
"2291","Badal Singh","Independent","2113","4","2117","0.22",9,"Faridkot","S19","Punjab"
"2381","NOTA","None of the Above","19053","193","19246","1.97",9,"Faridkot","S19","Punjab"
"3366","Durga Lal Regar","Bahujan Samaj Party","13547","71","13618","1.08",13,"Ajmer","S20","Rajasthan"
"4335","Bhagirath Chaudhary","Bharatiya Janata Party","811091","3985","815076","64.58",13,"Ajmer","S20","Rajasthan"
"5335","Riju Jhunjhunwala","Indian National Congress","397420","1232","398652","31.58",13,"Ajmer","S20","Rajasthan"
"6332","Vishram Babu","Ambedkarite Party of India","13036","5","13041","1.03",13,"Ajmer","S20","Rajasthan"
"7331","Pramod Kumar","Independent","2772","1","2773","0.22",13,"Ajmer","S20","Rajasthan"
"8327","Mukesh Gena","Independent","4649","3","4652","0.37",13,"Ajmer","S20","Rajasthan"
"9322","Soniya Regar","Independent","4814","10","4824","0.38",13,"Ajmer","S20","Rajasthan"
"10311","NOTA","None of the Above","9549","29","9578","0.76",13,"Ajmer","S20","Rajasthan"
"3367","NIHAL CHAND","Bharatiya Janata Party","892744","4433","897177","61.8",1,"Ganganagar","S20","Rajasthan"
"4336","BHARAT RAM MEGHWAL","Indian National Congress","487597","2602","490199","33.77",1,"Ganganagar","S20","Rajasthan"
"5336","RAVTARAM","Communist Party of India","18293","16","18309","1.26",1,"Ganganagar","S20","Rajasthan"
"6333","LUNARAMA","Bahujan Samaj Party","11497","82","11579","0.8",1,"Ganganagar","S20","Rajasthan"
"7332","TITARA SINGH","Independent","2696","30","2726","0.19",1,"Ganganagar","S20","Rajasthan"
"8328","NARESH KUMAR","Independent","1815","5","1820","0.13",1,"Ganganagar","S20","Rajasthan"
"9323","DR. BALKRISHAN PANWAR","Independent","6823","55","6878","0.47",1,"Ganganagar","S20","Rajasthan"
"10312","BHAJAN SINGH GHAROO","Independent","3398","16","3414","0.24",1,"Ganganagar","S20","Rajasthan"
"11298","SATISH KUMAR","Independent","4111","9","4120","0.28",1,"Ganganagar","S20","Rajasthan"
"12277","NOTA","None of the Above","15420","123","15543","1.07",1,"Ganganagar","S20","Rajasthan"
"3368","MANOJ RAJORIA","Bharatiya Janata Party","523801","2642","526443","52.75",10,"KARAULI-DHOLPUR","S20","Rajasthan"
"4337","RAMKUMAR","Bahujan Samaj Party","25674","44","25718","2.58",10,"KARAULI-DHOLPUR","S20","Rajasthan"
"5337","SANJAY KUMAR","Indian National Congress","427847","914","428761","42.96",10,"KARAULI-DHOLPUR","S20","Rajasthan"
"6334","JEET RAM BAIRWA","Ambedkarite Party of India","7011","9","7020","0.7",10,"KARAULI-DHOLPUR","S20","Rajasthan"
"7333","VIJAY BABU","Prabuddha Republican Party","2782","1","2783","0.28",10,"KARAULI-DHOLPUR","S20","Rajasthan"
"8329","NOTA","None of the Above","7306","13","7319","0.73",10,"KARAULI-DHOLPUR","S20","Rajasthan"
"3369","Jaskaur Meena","Bharatiya Janata Party","545481","3252","548733","51.63",11,"Dausa","S20","Rajasthan"
"4338","Dwarka Prasad Maheshwara","Bahujan Samaj Party","13363","51","13414","1.26",11,"Dausa","S20","Rajasthan"
"5338","Savita Meena","Indian National Congress","467458","2831","470289","44.25",11,"Dausa","S20","Rajasthan"
"6335","Chandra Prakash Meena","Nationalist People's Front","5796","2","5798","0.55",11,"Dausa","S20","Rajasthan"
"7334","Ramphool Meena","Ambedkarite Party of India","4990","9","4999","0.47",11,"Dausa","S20","Rajasthan"
"8330","Rinku Kumar Meena","Peoples Party of India (Democratic)","930","1","931","0.09",11,"Dausa","S20","Rajasthan"
"9324","Anju Dhanka","Independent","2413","13","2426","0.23",11,"Dausa","S20","Rajasthan"
"10313","Bimla Devi Meena","Independent","1190","0","1190","0.11",11,"Dausa","S20","Rajasthan"
"11299","Bharti Meena","Independent","2027","7","2034","0.19",11,"Dausa","S20","Rajasthan"
"12278","Maliram Nayaka","Independent","3002","0","3002","0.28",11,"Dausa","S20","Rajasthan"
"13255","Radhey Shyam Meena","Independent","2624","0","2624","0.25",11,"Dausa","S20","Rajasthan"
"14239","NOTA","None of the Above","7373","21","7394","0.7",11,"Dausa","S20","Rajasthan"
"3370","Namonarayan","Indian National Congress","530968","2060","533028","43.21",12,"TONK-SAWAI MADHOPUR","S20","Rajasthan"
"4339","Laxmi Kant Bairwa","Bahujan Samaj Party","23247","54","23301","1.89",12,"TONK-SAWAI MADHOPUR","S20","Rajasthan"
"5339","Sukhbir Singh Jaunapuria","Bharatiya Janata Party","641561","2758","644319","52.24",12,"TONK-SAWAI MADHOPUR","S20","Rajasthan"
"6336","Ganesh Meena","Indian Peoples Green Party","7166","1","7167","0.58",12,"TONK-SAWAI MADHOPUR","S20","Rajasthan"
"7335","Naresh Kumar Atal","Ambedkarite Party of India","5377","5","5382","0.44",12,"TONK-SAWAI MADHOPUR","S20","Rajasthan"
"8331","Bajrang Lal Meena","Rashtriya Kranti Party","1891","1","1892","0.15",12,"TONK-SAWAI MADHOPUR","S20","Rajasthan"
"9325","Mukesh Kumar","Shivsena","4597","3","4600","0.37",12,"TONK-SAWAI MADHOPUR","S20","Rajasthan"
"10314","Prem Lata Banshiwal","Independent","4794","1","4795","0.39",12,"TONK-SAWAI MADHOPUR","S20","Rajasthan"
